feature,id,X,Y
K,1702,484032.5938,3154530.639
K,1703,479877.5938,3154511.287
K,1704,481077.5938,3154523.231
K,1705,483612.5938,3154724.157
K,1706,483117.5938,3154498.972
K,1707,482862.5938,3154538.417
K,1708,483402.5938,3154538.417
K,1709,482292.5938,3154538.417
K,1710,483837.5938,3154399.62
K,1711,481857.5938,3154444.713
K,1712,479382.5938,3154365.824
K,1713,480807.5938,3154268.324
K,1714,483417.5938,3154108.602
K,1715,481542.5938,3154345.269
K,1716,480747.5938,3154159.62
K,1717,483627.5938,3154204.713
K,1718,483282.5938,3154095.824
K,1719,479457.5938,3153844.435
K,1720,484257.5938,3153615.083
K,1721,483027.5938,3153930.639
K,1722,483597.5938,3153011.102
K,1723,482397.5938,3154051.009
K,1724,482562.5938,3154011.565
K,1725,483522.5938,3153872.676
K,1726,479352.5938,3153934.713
K,1727,482907.5938,3153236.657
K,1728,479712.5938,3153741.565
K,1729,483732.5938,3153681.565
K,1730,482637.5938,3153555.824
K,1731,483762.5938,3153495.824
K,1732,484062.5938,3153571.009
K,1733,483252.5938,3153464.157
K,1734,482817.5938,3153437.861
K,1735,482982.5938,3153372.12
K,1736,483957.5938,3153421.009
K,1737,484032.5938,3153137.861
K,1738,483282.5938,3152933.231
K,1739,482412.5938,3152692.861
K,1740,483807.5938,3152965.269
K,1741,480282.5938,3152563.417
K,1742,482697.5938,3152957.861
K,1743,483582.5938,3152556.009
K,1744,480012.5938,3152828.417
K,1745,483132.5938,3152772.12
K,1746,483357.5938,3152400.546
K,1747,478497.5938,3152233.046
K,1748,478332.5938,3152715.824
K,1749,478587.5938,3152691.565
K,1750,482877.5938,3152402.491
K,1751,484317.5938,3152631.565
K,1752,482967.5938,3152612.861
K,1753,483372.5938,3152592.213
K,1754,484962.5938,3152592.12
K,1755,484887.5938,3152562.213
K,1756,479517.5938,3152490.917
K,1757,483972.5938,3152603.324
K,1758,482652.5938,3152558.417
K,1759,483837.5938,3152171.843
K,1760,483357.5938,3152537.861
K,1761,484722.5938,3151905.361
K,1762,484047.5938,3152438.417
K,1763,480117.5938,3152477.861
K,1764,478407.5938,3152312.861
K,1765,479967.5938,3152198.417
K,1766,483012.5938,3152132.676
K,1767,484167.5938,3152112.12
K,1768,480222.5938,3152121.565
K,1769,483957.5938,3151834.435
K,1770,483357.5938,3151971.194
K,1771,484527.5938,3151812.213
K,1772,484437.5938,3151526.935
K,1773,484512.5938,3151667.861
K,1774,484662.5938,3151667.861
K,1775,484542.5938,3151438.972
K,1776,485502.5938,3150798.88
K,1777,484152.5938,3151264.435
K,1778,485637.5938,3151412.676
K,1779,484782.5938,3151487.861
K,1780,484122.5938,3151427.861
K,1781,484137.5938,3151063.787
K,1782,485127.5938,3151437.306
K,1783,484767.5938,3150917.12
K,1784,484587.5938,3151247.861
K,1785,480582.5938,3150656.657
K,1786,485052.5938,3150986.935
K,1787,485757.5938,3150795.454
K,1788,480372.5938,3150896.935
K,1789,479937.5938,3150938.417
K,1790,480252.5938,3150855.824
K,1791,484182.5938,3150914.157
K,1792,480627.5938,3150452.491
K,1793,484527.5938,3150797.861
K,1794,479607.5938,3150824.157
K,1795,481167.5938,3150675.824
K,1796,479172.5938,3150471.194
K,1797,481077.5938,3150398.046
K,1798,481212.5938,3150540.917
K,1799,479592.5938,3150631.009
K,1800,485892.5938,3150565.269
K,1801,485262.5938,3149568.046
K,1802,479367.5938,3150445.269
K,1803,484797.5938,3149846.565
K,1804,484812.5938,3150173.509
K,1805,485247.5938,3150091.009
K,1806,483312.5938,3149466.009
K,1807,478932.5938,3150004.713
K,1808,484962.5938,3149933.509
K,1809,478692.5938,3149503.417
K,1810,479067.5938,3149871.565
K,1811,485007.5938,3149832.12
K,1812,484677.5938,3149781.565
K,1813,481287.5938,3148831.75
K,1814,484482.5938,3149772.12
K,1815,484302.5938,3149560.083
K,1816,485322.5938,3148961.472
K,1817,481662.5938,3149530.083
K,1818,483642.5938,3149588.417
K,1819,484767.5938,3149045.639
K,1820,484152.5938,3149348.046
K,1821,478797.5938,3149541.565
K,1822,478932.5938,3149428.972
K,1823,479247.5938,3149100.269
K,1824,483807.5938,3149461.009
K,1825,479547.5938,3149447.861
K,1826,479982.5938,3149286.38
K,1827,481512.5938,3149228.324
K,1828,478782.5938,3149344.713
K,1829,481662.5938,3149282.861
K,1830,480252.5938,3148901.843
K,1831,481452.5938,3149158.972
K,1832,483207.5938,3149117.306
K,1833,484287.5938,3149006.935
K,1834,484467.5938,3149006.935
K,1835,480582.5938,3148999.528
K,1836,478197.5938,3149038.972
K,1837,478947.5938,3149008.972
K,1838,478287.5938,3149005.269
K,1839,480702.5938,3148930.269
K,1840,478767.5938,3148948.972
K,1841,480627.5938,3148879.62
K,1842,485022.5938,3148866.38
K,1843,478692.5938,3148652.306
K,1844,480462.5938,3148967.861
K,1845,482082.5938,3147519.898
K,1846,478482.5938,3148821.565
K,1847,485877.5938,3148727.861
K,1848,488697.5938,3148049.898
K,1849,485817.5938,3148647.213
K,1850,488247.5938,3148420.083
K,1851,481182.5938,3148322.861
K,1852,488922.5938,3148048.602
K,1853,485757.5938,3148200.917
K,1854,488862.5938,3148281.565
K,1855,481182.5938,3148166.843
K,1856,487197.5938,3148065.824
K,1857,486252.5938,3147777.028
K,1858,486657.5938,3147885.824
K,1859,488442.5938,3147908.417
K,1860,486642.5938,3145949.343
K,1861,482787.5938,3147840.917
K,1862,487167.5938,3147914.157
K,1863,482997.5938,3147814.713
K,1864,482367.5938,3147732.12
K,1865,482742.5938,3147711.565
K,1866,482382.5938,3147392.306
K,1867,488382.5938,3147572.676
K,1868,488442.5938,3147704.157
K,1869,486162.5938,3147651.565
K,1870,486597.5938,3147634.713
K,1871,486777.5938,3147608.417
K,1872,482967.5938,3147604.713
K,1873,488832.5938,3147604.713
K,1874,488157.5938,3147311.75
K,1875,486327.5938,3147508.972
K,1876,481707.5938,3147571.009
K,1877,481317.5938,3147492.12
K,1878,482712.5938,3147557.861
K,1879,481497.5938,3147512.861
K,1880,485892.5938,3147358.972
K,1881,486192.5938,3147418.972
K,1882,484392.5938,3147524.157
K,1883,486012.5938,3147484.713
K,1884,488892.5938,3147458.417
K,1885,486747.5938,3147349.528
K,1886,481602.5938,3147240.639
K,1887,486462.5938,3147372.213
K,1888,482037.5938,3147147.028
K,1889,487977.5938,3147250.269
K,1890,484977.5938,3147361.009
K,1891,487332.5938,3147291.565
K,1892,486807.5938,3146809.25
K,1893,488817.5938,3146948.046
K,1894,486342.5938,3147194.157
K,1895,487017.5938,3147137.861
K,1896,488142.5938,3147015.824
K,1897,487242.5938,3146679.713
K,1898,488562.5938,3146676.009
K,1899,487962.5938,3146952.12
K,1900,487842.5938,3146683.787
K,1901,486897.5938,3146884.713
K,1902,481542.5938,3146528.046
K,1903,487677.5938,3146631.565
K,1904,487392.5938,3146631.565
K,1905,488607.5938,3146573.324
K,1906,487587.5938,3146468.417
K,1907,487332.5938,3146359.528
K,1908,487062.5938,3146421.565
K,1909,482667.5938,3146365.269
K,1910,487527.5938,3146361.565
K,1911,482622.5938,3146237.861
K,1912,485742.5938,3145855.731
K,1913,482607.5938,3146112.213
K,1914,488562.5938,3145967.676
K,1915,488892.5938,3146091.565
K,1916,485067.5938,3145393.417
K,1917,488352.5938,3145978.972
K,1918,488847.5938,3145800.917
K,1919,485382.5938,3145703.231
K,1920,488532.5938,3145810.269
K,1921,482697.5938,3145671.565
K,1922,485592.5938,3145630.269
K,1923,487992.5938,3145223.231
K,1924,485817.5938,3145641.565
K,1925,488892.5938,3145720.454
K,1926,488352.5938,3144552.306
K,1927,485472.5938,3145547.861
K,1928,486567.5938,3145352.676
K,1929,486477.5938,3144169.343
K,1930,483147.5938,3145290.917
K,1931,485322.5938,3145249.62
K,1932,482862.5938,3145005.454
K,1933,482982.5938,3145225.269
K,1934,488502.5938,3145135.269
K,1935,482937.5938,3145161.565
K,1936,488907.5938,3144802.861
K,1937,486642.5938,3144667.676
K,1938,482487.5938,3144799.528
K,1939,488997.5938,3144653.231
K,1940,482172.5938,3144668.417
K,1941,482382.5938,3144664.713
K,1942,482427.5938,3144552.213
K,1943,487572.5938,3144561.565
K,1944,482082.5938,3144443.231
K,1945,485952.5938,3144321.565
K,1946,488037.5938,3144274.713
K,1947,486357.5938,3143816.565
K,1948,487437.5938,3143998.972
K,1949,485697.5938,3144025.083
K,1950,486462.5938,3143189.528
K,1951,487107.5938,3143736.38
K,1952,485892.5938,3143794.713
K,1953,483492.5938,3143376.38
K,1954,485952.5938,3143567.861
K,1955,487992.5938,3143322.213
K,1956,484497.5938,3141229.343
K,1957,487302.5938,3142614.713
K,1958,487662.5938,3142932.12
K,1959,487932.5938,3142725.731
K,1960,483792.5938,3141398.231
K,1961,487572.5938,3142521.565
K,1962,487932.5938,3142483.787
K,1963,486927.5938,3141689.528
K,1964,487332.5938,3142414.713
K,1965,483507.5938,3141720.269
K,1966,483057.5938,3142073.509
K,1967,487227.5938,3142043.509
K,1968,483882.5938,3141951.565
K,1969,484122.5938,3141816.38
K,1970,483822.5938,3141233.509
K,1971,484347.5938,3140383.787
K,1972,483747.5938,3140228.417
K,1973,488142.5938,3140188.972
K,1974,484407.5938,3140237.861
K,1975,487917.5938,3140211.565
K,1976,484512.5938,3140048.324
K,1977,484167.5938,3139819.157
K,1978,483567.5938,3139992.12
K,1979,484182.5938,3139673.231
K,1980,484497.5938,3138976.38
K,1981,483822.5938,3139787.861
K,1982,483612.5938,3139697.861
K,1983,484062.5938,3139487.861
K,1984,483657.5938,3139472.861
K,1985,483792.5938,3139226.935
K,1986,483957.5938,3139135.269
K,1987,484557.5938,3139184.157
K,1988,483612.5938,3138947.861
K,1989,483927.5938,3138863.509
K,1990,484362.5938,3138771.565
K,1991,484227.5938,3138698.417
K,1992,483717.5938,3138587.861
K,1993,484107.5938,3138601.009
K,1994,484422.5938,3138574.713
K,1995,484302.5938,3138422.676
K,1996,483957.5938,3138402.12
K,1997,484617.5938,3138398.417
K,1998,484122.5938,3138295.269
K,1999,484557.5938,3138308.417
K,2000,484482.5938,3138062.676
K,2001,484737.5938,3138167.861
K,2002,484587.5938,3138021.565
K,2003,485007.5938,3137719.528
K,2004,484287.5938,3137417.491
K,2005,484932.5938,3137571.565
K,2006,484527.5938,3137212.861
K,2007,484737.5938,3137374.713
K,2008,484482.5938,3137324.157
K,2009,484572.5938,3137029.528
K,2010,484317.5938,3137161.009
K,2011,485187.5938,3136825.083
K,2012,484842.5938,3136695.824
K,2013,485412.5938,3136677.306
K,2014,486417.5938,3136112.491
K,2015,486072.5938,3136435.083
K,2016,485652.5938,3136427.861
K,2017,486447.5938,3136367.861
K,2018,486222.5938,3135977.861
L,2019,481527.5938,3162347.861
L,2020,481272.5938,3161927.12
L,2021,480927.5938,3162210.917
L,2022,480522.5938,3161788.602
L,2023,481692.5938,3162180.917
L,2024,480447.5938,3162192.12
L,2025,480597.5938,3162165.824
L,2026,476397.5938,3162132.12
L,2027,481962.5938,3161719.25
L,2028,476202.5938,3162012.213
L,2029,481932.5938,3161968.972
L,2030,476097.5938,3161694.898
L,2031,475692.5938,3161941.009
L,2032,475662.5938,3161828.417
L,2033,475512.5938,3161762.861
L,2034,475572.5938,3161612.676
L,2035,477537.5938,3161551.009
L,2036,475392.5938,3161395.269
L,2037,475107.5938,3161276.935
L,2038,475002.5938,3161312.676
L,2039,481572.5938,3161004.898
L,2040,475167.5938,3160958.046
L,2041,473517.5938,3161113.787
L,2042,474522.5938,3160986.38
L,2043,474747.5938,3160894.343
L,2044,474147.5938,3160575.083
L,2045,473817.5938,3161063.509
L,2046,474162.5938,3160982.676
L,2047,474342.5938,3160952.676
L,2048,473067.5938,3161003.509
L,2049,476907.5938,3160870.083
L,2050,475392.5938,3161024.157
L,2051,481677.5938,3160796.935
L,2052,473472.5938,3160789.62
L,2053,473127.5938,3160658.046
L,2054,474162.5938,3160891.009
L,2055,476517.5938,3160808.417
L,2056,475092.5938,3160831.009
L,2057,473772.5938,3160536.38
L,2058,472332.5938,3160761.565
L,2059,481947.5938,3160748.417
L,2060,476952.5938,3160021.565
L,2061,475002.5938,3160641.565
L,2062,477852.5938,3159971.472
L,2063,476757.5938,3160536.38
L,2064,481617.5938,3160667.861
L,2065,474732.5938,3160667.861
L,2066,476427.5938,3160641.565
L,2067,472557.5938,3160677.213
L,2068,473937.5938,3160651.009
L,2069,475272.5938,3160585.269
L,2070,476112.5938,3160510.269
L,2071,471897.5938,3160423.787
L,2072,472632.5938,3160594.713
L,2073,472377.5938,3160634.157
L,2074,476217.5938,3160555.269
L,2075,475872.5938,3160450.269
L,2076,481767.5938,3160577.861
L,2077,474942.5938,3160450.269
L,2078,476517.5938,3160495.269
L,2079,473037.5938,3160547.861
L,2080,473082.5938,3160100.824
L,2081,474942.5938,3160561.009
L,2082,474207.5938,3160339.62
L,2083,474312.5938,3160408.972
L,2084,476667.5938,3159988.602
L,2085,481827.5938,3160487.861
L,2086,472917.5938,3160401.565
L,2087,476472.5938,3160249.62
L,2088,477597.5938,3160134.898
L,2089,472017.5938,3160381.009
L,2090,472542.5938,3160189.62
L,2091,474837.5938,3160311.565
L,2092,481767.5938,3160377.306
L,2093,482037.5938,3160324.713
L,2094,476307.5938,3160116.38
L,2095,475047.5938,3160142.676
L,2096,475752.5938,3159697.954
L,2097,476187.5938,3160231.009
L,2098,471507.5938,3160172.861
L,2099,473862.5938,3160095.824
L,2100,473202.5938,3160185.917
L,2101,476562.5938,3160095.917
L,2102,475407.5938,3159932.676
L,2103,472827.5938,3159472.491
L,2104,476472.5938,3159915.824
L,2105,475017.5938,3159968.417
L,2106,474522.5938,3159991.009
L,2107,471237.5938,3159898.972
L,2108,474402.5938,3159870.917
L,2109,473712.5938,3159947.861
L,2110,472152.5938,3159343.046
L,2111,471012.5938,3159553.417
L,2112,475662.5938,3159852.213
L,2113,474597.5938,3159274.065
L,2114,477147.5938,3159874.713
L,2115,473067.5938,3159827.861
L,2116,475002.5938,3159784.713
L,2117,477387.5938,3159174.713
L,2118,477612.5938,3159724.25
L,2119,474522.5938,3159516.38
L,2120,473052.5938,3159764.157
L,2121,472902.5938,3159600.917
L,2122,475407.5938,3159392.306
L,2123,476187.5938,3159471.194
L,2124,474357.5938,3159677.861
L,2125,476427.5938,3159651.565
L,2126,476862.5938,3159608.417
L,2127,473832.5938,3159437.491
L,2128,473352.5938,3159463.787
L,2129,473142.5938,3159424.343
L,2130,477687.5938,3159433.787
L,2131,477507.5938,3159587.861
L,2132,475737.5938,3159392.676
L,2133,471267.5938,3159452.861
L,2134,477777.5938,3159321.565
L,2135,483252.5938,3158887.954
L,2136,474177.5938,3159407.861
L,2137,476097.5938,3159315.824
L,2138,473037.5938,3159242.676
L,2139,474792.5938,3159321.565
L,2140,476982.5938,3159252.12
L,2141,473697.5938,3159081.194
L,2142,477462.5938,3159287.861
L,2143,476277.5938,3159180.917
L,2144,471222.5938,3159231.565
L,2145,473652.5938,3158236.38
L,2146,473202.5938,3159227.861
L,2147,473247.5938,3158873.139
L,2148,474102.5938,3158833.417
L,2149,476907.5938,3158356.38
L,2150,483582.5938,3158987.676
L,2151,473952.5938,3159088.972
L,2152,475947.5938,3159085.269
L,2153,483402.5938,3159134.157
L,2154,474927.5938,3159087.213
L,2155,475212.5938,3159004.713
L,2156,474807.5938,3158860.083
L,2157,472737.5938,3158787.028
L,2158,475572.5938,3158901.565
L,2159,472947.5938,3158839.62
L,2160,477327.5938,3158961.565
L,2161,471432.5938,3158727.028
L,2162,473187.5938,3158971.009
L,2163,476472.5938,3158957.861
L,2164,483822.5938,3158721.194
L,2165,475917.5938,3158520.269
L,2166,477897.5938,3158841.565
L,2167,483627.5938,3158933.324
L,2168,475182.5938,3158621.75
L,2169,476682.5938,3158924.157
L,2170,475257.5938,3158867.861
L,2171,483687.5938,3158535.454
L,2172,478152.5938,3158758.972
L,2173,474432.5938,3158742.12
L,2174,476277.5938,3158685.824
L,2175,478002.5938,3158698.972
L,2176,477552.5938,3158436.009
L,2177,477597.5938,3158655.824
L,2178,483177.5938,3158781.565
L,2179,477042.5938,3158747.861
L,2180,483837.5938,3158064.713
L,2181,474852.5938,3158417.491
L,2182,483927.5938,3158584.713
L,2183,475662.5938,3158423.231
L,2184,471747.5938,3158543.509
L,2185,484062.5938,3158138.046
L,2186,475257.5938,3158308.972
L,2187,477492.5938,3158487.213
L,2188,482487.5938,3158102.306
L,2189,471432.5938,3158417.861
L,2190,472122.5938,3158391.565
L,2191,472377.5938,3158089.157
L,2192,477432.5938,3158344.713
L,2193,483747.5938,3158262.213
L,2194,476382.5938,3158275.269
L,2195,475692.5938,3158258.417
L,2196,470247.5938,3158284.713
L,2197,475797.5938,3158190.917
L,2198,475932.5938,3158297.861
L,2199,472797.5938,3157945.083
L,2200,470472.5938,3158192.861
L,2201,482817.5938,3158192.861
L,2202,473367.5938,3158102.676
L,2203,472392.5938,3158239.806
L,2204,477177.5938,3158191.009
L,2205,470157.5938,3158204.157
L,2206,470127.5938,3158104.713
L,2207,472197.5938,3158161.009
L,2208,475077.5938,3157986.38
L,2209,478632.5938,3157031.102
L,2210,472572.5938,3158018.417
L,2211,473967.5938,3157828.972
L,2212,470067.5938,3158011.009
L,2213,478947.5938,3156941.102
L,2214,475272.5938,3157665.454
L,2215,474687.5938,3157981.009
L,2216,473232.5938,3157830.917
L,2217,483807.5938,3157830.917
L,2218,471417.5938,3157921.009
L,2219,475887.5938,3157828.972
L,2220,484002.5938,3157759.528
L,2221,472302.5938,3157864.713
L,2222,469902.5938,3157877.861
L,2223,483162.5938,3157523.139
L,2224,472602.5938,3157861.009
L,2225,478167.5938,3157400.824
L,2226,473067.5938,3157453.417
L,2227,474882.5938,3157791.565
L,2228,482562.5938,3157791.565
L,2229,472797.5938,3157761.565
L,2230,473517.5938,3157774.713
L,2231,472542.5938,3157735.269
L,2232,473187.5938,3157643.231
L,2233,476937.5938,3157682.676
L,2234,483447.5938,3157761.565
L,2235,471447.5938,3157757.861
L,2236,473802.5938,3157692.213
L,2237,476517.5938,3157754.157
L,2238,476097.5938,3157701.565
L,2239,478047.5938,3157530.639
L,2240,484317.5938,3157641.565
L,2241,483522.5938,3157611.565
L,2242,472152.5938,3157645.269
L,2243,475632.5938,3157654.713
L,2244,473712.5938,3157602.12
L,2245,483882.5938,3157681.009
L,2246,484272.5938,3157429.528
L,2247,474087.5938,3157607.861
L,2248,478332.5938,3157564.713
L,2249,476967.5938,3157082.491
L,2250,473907.5938,3157450.269
L,2251,477237.5938,3157564.62
L,2252,484047.5938,3157324.343
L,2253,473562.5938,3157225.083
L,2254,475722.5938,3157425.824
L,2255,483387.5938,3157431.565
L,2256,469857.5938,3157514.157
L,2257,474087.5938,3157195.083
L,2258,484347.5938,3157471.009
L,2259,474822.5938,3157352.676
L,2260,475527.5938,3157392.12
L,2261,476187.5938,3157441.009
L,2262,469842.5938,3157401.565
L,2263,476457.5938,3157384.62
L,2264,476007.5938,3157315.269
L,2265,478287.5938,3157009.157
L,2266,483867.5938,3157298.417
L,2267,472512.5938,3157351.009
L,2268,475512.5938,3156652.769
L,2269,474462.5938,3157238.417
L,2270,474657.5938,3157067.491
L,2271,472197.5938,3157251.565
L,2272,475032.5938,3157238.417
L,2273,476667.5938,3157242.028
L,2274,476217.5938,3157195.269
L,2275,476457.5938,3157140.917
L,2276,484407.5938,3157037.676
L,2277,484602.5938,3157261.009
L,2278,472497.5938,3157212.028
L,2279,483477.5938,3157131.565
L,2280,474957.5938,3156622.491
L,2281,475167.5938,3157193.324
L,2282,475272.5938,3157080.917
L,2283,476142.5938,3157101.565
L,2284,484272.5938,3157101.565
L,2285,483147.5938,3157105.269
L,2286,472152.5938,3157184.157
L,2287,475452.5938,3157144.713
L,2288,484647.5938,3157088.417
L,2289,483792.5938,3157088.417
L,2290,474297.5938,3157097.861
L,2291,473232.5938,3157142.861
L,2292,473487.5938,3156624.528
L,2293,475017.5938,3157018.972
L,2294,475572.5938,3157018.972
L,2295,473262.5938,3156930.917
L,2296,484662.5938,3156673.787
L,2297,476277.5938,3156880.269
L,2298,484197.5938,3156994.713
L,2299,473592.5938,3156846.38
L,2300,473097.5938,3156951.565
L,2301,473892.5938,3156451.935
L,2302,476607.5938,3156816.38
L,2303,483867.5938,3156499.25
L,2304,475992.5938,3156961.009
L,2305,475272.5938,3156842.676
L,2306,474687.5938,3156737.676
L,2307,477957.5938,3156868.972
L,2308,476532.5938,3156882.213
L,2309,474507.5938,3156872.861
L,2310,476172.5938,3156931.009
L,2311,482802.5938,3156852.213
L,2312,484017.5938,3156874.713
L,2313,483597.5938,3156795.824
L,2314,483957.5938,3156677.491
L,2315,484272.5938,3156822.213
L,2316,484932.5938,3156844.713
L,2317,474702.5938,3156884.157
L,2318,473907.5938,3156831.565
L,2319,477852.5938,3156461.843
L,2320,477732.5938,3156765.824
L,2321,481947.5938,3156775.269
L,2322,477057.5938,3156735.824
L,2323,473277.5938,3156827.861
L,2324,475977.5938,3156771.565
L,2325,475617.5938,3156794.157
L,2326,477912.5938,3156688.972
L,2327,484677.5938,3156764.157
L,2328,485082.5938,3156702.12
L,2329,474087.5938,3156606.38
L,2330,476307.5938,3156553.787
L,2331,478722.5938,3156651.565
L,2332,476052.5938,3156658.972
L,2333,485052.5938,3156011.472
L,2334,477642.5938,3156741.565
L,2335,478437.5938,3156664.713
L,2336,483012.5938,3156598.972
L,2337,476622.5938,3156385.083
L,2338,476232.5938,3156156.009
L,2339,481752.5938,3156358.602
L,2340,476082.5938,3156355.083
L,2341,477657.5938,3156647.861
L,2342,475872.5938,3156621.565
L,2343,474522.5938,3156661.009
L,2344,476442.5938,3156552.12
L,2345,473697.5938,3156478.972
L,2346,478332.5938,3156368.324
L,2347,484932.5938,3156527.861
L,2348,474657.5938,3156501.565
L,2349,484467.5938,3156511.009
L,2350,475977.5938,3156308.324
L,2351,484062.5938,3156441.565
L,2352,478587.5938,3156467.861
L,2353,484707.5938,3156441.565
L,2354,485127.5938,3156197.676
L,2355,483132.5938,3156236.935
L,2356,474987.5938,3156355.269
L,2357,484947.5938,3156417.213
L,2358,476952.5938,3156325.269
L,2359,476832.5938,3156351.565
L,2360,484692.5938,3156282.12
L,2361,484512.5938,3156361.009
L,2362,477402.5938,3156330.731
L,2363,473802.5938,3155910.546
L,2364,482922.5938,3156282.12
L,2365,477822.5938,3156004.435
L,2366,475857.5938,3156301.009
L,2367,483777.5938,3156257.861
L,2368,474372.5938,3155985.731
L,2369,484332.5938,3156271.009
L,2370,474792.5938,3156244.713
L,2371,483552.5938,3156201.565
L,2372,474237.5938,3156167.861
L,2373,476697.5938,3155733.972
L,2374,475647.5938,3156164.157
L,2375,473367.5938,3155980.083
L,2376,473772.5938,3156094.713
L,2377,471462.5938,3155443.417
L,2378,477252.5938,3155946.38
L,2379,473382.5938,3156091.009
L,2380,474852.5938,3156091.009
L,2381,474552.5938,3156012.12
L,2382,478107.5938,3156044.157
L,2383,475497.5938,3156034.713
L,2384,473517.5938,3155811.194
L,2385,472497.5938,3156031.009
L,2386,483237.5938,3155830.083
L,2387,483357.5938,3155984.157
L,2388,475752.5938,3155878.972
L,2389,474927.5938,3155941.009
L,2390,471627.5938,3155888.417
L,2391,474852.5938,3155758.972
L,2392,473997.5938,3155821.009
L,2393,474822.5938,3155466.009
L,2394,473907.5938,3155655.824
L,2395,476262.5938,3155179.25
L,2396,474177.5938,3155548.972
L,2397,477087.5938,3155584.713
L,2398,476112.5938,3155408.324
L,2399,475512.5938,3155528.417
L,2400,475677.5938,3155445.824
L,2401,474987.5938,3155451.565
L,2402,473637.5938,3155226.38
L,2403,476847.5938,3155329.62
L,2404,475722.5938,3154978.602
L,2405,474597.5938,3155461.009
L,2406,474627.5938,3154891.935
L,2407,475407.5938,3155166.38
L,2408,475182.5938,3155157.028
L,2409,473877.5938,3155387.861
L,2410,475167.5938,3155357.861
L,2411,477717.5938,3154920.269
L,2412,476577.5938,3155284.713
L,2413,474237.5938,3155337.213
L,2414,474837.5938,3155005.083
L,2415,474762.5938,3155281.009
L,2416,473097.5938,3155267.861
L,2417,476787.5938,3155162.676
L,2418,474102.5938,3155044.343
L,2419,473412.5938,3155234.157
L,2420,473592.5938,3154790.824
L,2421,474747.5938,3155145.824
L,2422,474927.5938,3154803.972
L,2423,471492.5938,3155194.713
L,2424,473247.5938,3155063.231
L,2425,473682.5938,3155029.62
L,2426,474267.5938,3155125.269
L,2427,476292.5938,3155127.213
L,2428,477597.5938,3155087.861
L,2429,474417.5938,3154860.639
L,2430,476337.5938,3155057.861
L,2431,473832.5938,3154883.231
L,2432,476592.5938,3154705.083
L,2433,471027.5938,3154952.861
L,2434,477537.5938,3154984.713
L,2435,478137.5938,3154954.713
L,2436,472962.5938,3154785.176
L,2437,473322.5938,3154911.565
L,2438,476097.5938,3154892.861
L,2439,478002.5938,3154858.972
L,2440,471177.5938,3154921.009
L,2441,477282.5938,3154828.972
L,2442,474252.5938,3154821.565
L,2443,476367.5938,3154750.083
L,2444,478317.5938,3154791.565
L,2445,470982.5938,3154795.269
L,2446,476952.5938,3154834.713
L,2447,473787.5938,3154515.731
L,2448,477912.5938,3154577.491
L,2449,477132.5938,3154630.269
L,2450,476727.5938,3154718.417
L,2451,476952.5938,3154530.639
L,2452,474267.5938,3154662.12
L,2453,475107.5938,3154703.509
L,2454,475782.5938,3154570.083
L,2455,475332.5938,3154701.565
L,2456,478047.5938,3154697.861
L,2457,475857.5938,3154211.38
L,2458,473547.5938,3154474.343
L,2459,473352.5938,3154508.324
L,2460,474177.5938,3154384.435
L,2461,478677.5938,3154590.917
L,2462,477177.5938,3154498.972
L,2463,476367.5938,3154651.009
L,2464,476847.5938,3154519.528
L,2465,475332.5938,3154555.083
L,2466,474627.5938,3154222.861
L,2467,476742.5938,3154455.824
L,2468,475992.5938,3154561.009
L,2469,477342.5938,3154465.269
L,2470,472707.5938,3154487.861
L,2471,472692.5938,3154369.528
L,2472,475602.5938,3154448.417
L,2473,477927.5938,3154392.213
L,2474,477027.5938,3154165.083
L,2475,473877.5938,3154296.38
L,2476,475227.5938,3154311.565
L,2477,476427.5938,3154411.009
L,2478,475902.5938,3154381.009
L,2479,476607.5938,3154206.38
L,2480,477327.5938,3154272.213
L,2481,472572.5938,3153982.861
L,2482,472692.5938,3154193.231
L,2483,476187.5938,3154242.12
L,2484,476052.5938,3154198.972
L,2485,474822.5938,3154234.713
L,2486,478842.5938,3154178.139
L,2487,478662.5938,3154244.157
L,2488,473592.5938,3154073.231
L,2489,474987.5938,3154217.676
L,2490,475227.5938,3153945.731
L,2491,479202.5938,3154101.565
L,2492,473367.5938,3154135.269
L,2493,473097.5938,3154135.269
L,2494,475662.5938,3154095.824
L,2495,475482.5938,3154112.861
L,2496,478392.5938,3154118.417
L,2497,473502.5938,3154000.269
L,2498,473682.5938,3153917.491
L,2499,474717.5938,3154133.324
L,2500,476652.5938,3154084.713
L,2501,475062.5938,3154084.713
L,2502,473847.5938,3153966.38
L,2503,473022.5938,3154064.157
L,2504,475182.5938,3153450.269
L,2505,472647.5938,3153615.454
L,2506,475257.5938,3153874.713
L,2507,478212.5938,3153842.861
L,2508,471747.5938,3153739.62
L,2509,474537.5938,3153831.565
L,2510,471867.5938,3153735.824
L,2511,472782.5938,3153741.565
L,2512,471927.5938,3153672.12
L,2513,472212.5938,3153668.417
L,2514,477672.5938,3153647.861
L,2515,475587.5938,3153127.954
L,2516,475287.5938,3153631.009
L,2517,474117.5938,3153026.194
L,2518,474447.5938,3153617.676
L,2519,487722.5938,3153420.639
L,2520,474837.5938,3153114.528
L,2521,487482.5938,3153186.009
L,2522,477477.5938,3153278.046
L,2523,474447.5938,3153524.157
