feature,id,X,Y
E,872,470952.5938,3154711.009
E,873,471342.5938,3154283.509
E,874,471342.5938,3154212.028
E,875,470487.5938,3153552.213
E,876,472047.5938,3153416.935
E,877,472932.5938,3153411.565
E,878,470637.5938,3152610.176
E,879,471297.5938,3152829.713
E,880,471222.5938,3152770.269
E,881,471072.5938,3152881.009
E,882,471192.5938,3152567.861
E,883,471267.5938,3152311.009
E,884,472377.5938,3152166.38
E,885,472947.5938,3151969.528
E,886,472677.5938,3151975.269
E,887,472302.5938,3151842.213
E,888,472737.5938,3151572.12
E,889,473052.5938,3151411.009
E,890,472782.5938,3151337.861
E,891,472842.5938,3151247.676
E,892,474072.5938,3151178.417
E,893,473982.5938,3150996.38
E,894,474417.5938,3151005.824
E,895,473787.5938,3151124.157
E,896,474627.5938,3150867.028
E,897,473577.5938,3150938.417
E,898,473442.5938,3150947.861
E,899,474402.5938,3150831.565
E,900,473307.5938,3150688.972
E,901,473457.5938,3150692.861
E,902,472617.5938,3150550.269
E,903,473202.5938,3150582.213
E,904,472992.5938,3150644.157
E,905,472692.5938,3150587.861
E,906,474822.5938,3150518.417
E,907,472977.5938,3150092.861
E,908,473067.5938,3149997.213
E,909,474012.5938,3149312.491
E,910,473877.5938,3149513.324
E,911,473997.5938,3149444.157
E,912,473847.5938,3149292.213
E,913,474162.5938,3149174.157
E,914,474702.5938,3148778.417
E,915,474087.5938,3148581.565
E,916,473922.5938,3148523.509
E,917,473802.5938,3148461.565
E,918,473517.5938,3148148.324
E,919,473622.5938,3147913.787
E,920,476847.5938,3147721.935
E,921,476187.5938,3147855.454
E,922,473802.5938,3148092.213
E,923,473307.5938,3147786.38
E,924,473847.5938,3147808.972
E,925,477297.5938,3147597.028
E,926,473367.5938,3147692.676
E,927,477342.5938,3147510.917
E,928,474957.5938,3147495.824
E,929,477222.5938,3147351.194
E,930,476892.5938,3147347.676
E,931,476667.5938,3147347.491
E,932,474702.5938,3147424.713
E,933,474492.5938,3147132.213
E,934,474192.5938,3147051.565
E,935,475182.5938,3146653.417
E,936,474252.5938,3146931.565
E,937,475362.5938,3146871.565
E,938,475017.5938,3146725.269
E,939,475347.5938,3146562.12
E,940,474867.5938,3146518.972
E,941,475662.5938,3145748.509
E,942,475797.5938,3145591.009
E,943,475917.5938,3145362.12
E,944,476667.5938,3145110.917
E,945,476427.5938,3145011.565
E,946,477282.5938,3144688.972
E,947,476922.5938,3144452.861
E,948,476697.5938,3143672.676
E,949,477612.5938,3143695.269
E,950,477402.5938,3143376.38
E,951,477582.5938,3143554.713
E,952,477537.5938,3143365.269
E,953,475287.5938,3143387.861
E,954,475017.5938,3142888.972
E,955,475122.5938,3142875.824
E,956,475227.5938,3142834.713
E,957,475392.5938,3142513.787
E,958,475287.5938,3142140.917
E,959,474972.5938,3140379.898
E,960,475122.5938,3140130.917
E,961,475047.5938,3139838.417
E,962,474927.5938,3139838.417
E,963,475467.5938,3139022.676
E,964,475677.5938,3138771.565
E,965,476082.5938,3138572.861
E,966,474087.5938,3138501.565
E,967,474042.5938,3138152.306
E,968,474447.5938,3137428.972
E,969,478947.5938,3136601.38
E,970,476232.5938,3136841.75
E,971,478692.5938,3137005.269
F,972,480552.5938,3161258.046
F,973,480912.5938,3161481.565
F,974,480837.5938,3161357.861
F,975,471777.5938,3160155.824
F,976,471522.5938,3159498.787
F,977,471507.5938,3159921.565
F,978,471327.5938,3159325.269
F,979,484437.5938,3154391.38
F,980,484857.5938,3154236.009
F,981,484602.5938,3154491.565
F,982,487032.5938,3154061.75
F,983,487332.5938,3154088.417
F,984,485382.5938,3153855.824
F,985,487212.5938,3153917.861
F,986,485292.5938,3153878.417
F,987,484512.5938,3153871.009
F,988,484902.5938,3153841.009
F,989,484587.5938,3153762.213
F,990,484797.5938,3153741.565
F,991,484707.5938,3153537.028
F,992,487227.5938,3153536.935
F,993,486942.5938,3153625.269
F,994,476892.5938,3152892.12
F,995,477837.5938,3151988.417
F,996,476847.5938,3150280.269
F,997,477657.5938,3150291.565
F,998,477537.5938,3150171.565
F,999,477327.5938,3150271.009
F,1000,486447.5938,3149606.657
F,1001,487002.5938,3149976.38
F,1002,487107.5938,3150055.269
F,1003,477357.5938,3150064.713
F,1004,477522.5938,3150047.861
F,1005,477357.5938,3149613.972
F,1006,486807.5938,3149978.417
F,1007,486642.5938,3149818.972
F,1008,486807.5938,3149665.269
F,1009,477792.5938,3149620.269
F,1010,486822.5938,3149502.12
F,1011,477387.5938,3149147.491
F,1012,477462.5938,3149040.917
F,1013,489267.5938,3141617.861
F,1014,489177.5938,3141148.972
F,1015,489237.5938,3141030.917
F,1016,488982.5938,3140468.417
F,1017,489087.5938,3140412.213
F,1018,489327.5938,3140224.713
F,1019,488862.5938,3139016.287
F,1020,488382.5938,3139808.417
F,1021,489132.5938,3139774.713
F,1022,487812.5938,3139359.713
F,1023,488097.5938,3139648.972
F,1024,489447.5938,3139564.713
F,1025,489462.5938,3139403.231
F,1026,488307.5938,3139598.509
F,1027,489237.5938,3139504.713
F,1028,487737.5938,3139257.213
F,1029,488247.5938,3139135.269
F,1030,488067.5938,3139131.565
F,1031,488472.5938,3139112.861
F,1032,489237.5938,3139075.269
F,1033,489057.5938,3139097.861
F,1034,489417.5938,3139071.565
F,1035,487752.5938,3138915.824
F,1036,488292.5938,3138934.713
F,1037,489522.5938,3138874.713
F,1038,489042.5938,3138664.343
F,1039,489387.5938,3138854.157
F,1040,488202.5938,3138690.917
F,1041,489102.5938,3138531.565
F,1042,483837.5938,3138548.509
F,1043,484812.5938,3137882.676
F,1044,484362.5938,3137818.972
F,1045,484872.5938,3137781.565
F,1046,484737.5938,3137597.861
F,1047,484662.5938,3137490.917
F,1048,484572.5938,3137431.009
F,1049,482367.5938,3136130.824
F,1050,482622.5938,3136028.417
F,1051,485967.5938,3135960.917
F,1052,482112.5938,3135921.565
F,1053,482322.5938,3135827.861
G,1054,471627.5938,3157823.231
G,1055,468687.5938,3156538.972
G,1056,472422.5938,3155538.787
G,1057,471912.5938,3155802.12
G,1058,472122.5938,3155661.565
G,1059,473352.5938,3155545.269
G,1060,473007.5938,3155532.12
G,1061,471642.5938,3155551.009
G,1062,471942.5938,3155458.972
G,1063,472647.5938,3155442.213
G,1064,473427.5938,3155447.861
G,1065,467937.5938,3155203.787
G,1066,467772.5938,3155061.194
G,1067,472707.5938,3155174.157
G,1068,472407.5938,3154981.009
G,1069,472557.5938,3154928.417
G,1070,472122.5938,3154735.269
G,1071,472437.5938,3154774.713
G,1072,471672.5938,3154611.565
G,1073,471957.5938,3154407.028
G,1074,472002.5938,3154604.157
G,1075,471972.5938,3154525.454
G,1076,471462.5938,3154471.009
G,1077,471687.5938,3154375.269
G,1078,472212.5938,3154219.435
G,1079,471177.5938,3153833.139
G,1080,471207.5938,3154062.12
G,1081,471777.5938,3153949.62
G,1082,471552.5938,3153990.917
G,1083,471912.5938,3153968.417
G,1084,471492.5938,3153850.269
G,1085,472107.5938,3153855.824
G,1086,470937.5938,3153621.194
G,1087,471627.5938,3153775.269
G,1088,486762.5938,3153679.62
G,1089,486402.5938,3153694.713
G,1090,486777.5938,3153548.417
G,1091,486807.5938,3153360.917
G,1092,487032.5938,3153424.713
G,1093,470847.5938,3153383.509
G,1094,486747.5938,3153244.713
G,1095,473862.5938,3152276.935
G,1096,473337.5938,3151978.602
G,1097,472827.5938,3151853.509
G,1098,474552.5938,3151772.861
G,1099,472662.5938,3151778.417
G,1100,473532.5938,3150501.565
G,1101,473337.5938,3150471.565
G,1102,473202.5938,3150208.972
G,1103,473307.5938,3150091.009
G,1104,475167.5938,3148771.009
G,1105,474597.5938,3148592.676
G,1106,474312.5938,3148662.12
G,1107,474492.5938,3148694.157
G,1108,475137.5938,3148620.731
G,1109,474222.5938,3148500.917
G,1110,474957.5938,3148403.231
G,1111,474117.5938,3148442.861
G,1112,474747.5938,3148369.528
G,1113,474432.5938,3148318.972
G,1114,474177.5938,3148298.417
G,1115,473832.5938,3148258.972
G,1116,475017.5938,3148238.417
G,1117,474417.5938,3148183.787
G,1118,474042.5938,3148152.213
G,1119,474717.5938,3148135.269
G,1120,477477.5938,3147422.12
G,1121,474552.5938,3147951.565
G,1122,474177.5938,3147891.565
G,1123,477732.5938,3147748.972
G,1124,477762.5938,3147662.676
G,1125,477462.5938,3147724.713
G,1126,476247.5938,3147257.676
G,1127,475647.5938,3147289.528
G,1128,475347.5938,3147214.713
G,1129,475317.5938,3147012.213
G,1130,475197.5938,3147061.009
G,1131,476307.5938,3146477.861
G,1132,476187.5938,3146491.009
G,1133,477777.5938,3145179.343
G,1134,477672.5938,3144831.565
G,1135,477327.5938,3144844.713
G,1136,477357.5938,3144345.731
G,1137,477432.5938,3144501.565
G,1138,477462.5938,3144137.861
G,1139,477357.5938,3143897.491
G,1140,477237.5938,3144074.157
G,1141,478902.5938,3143567.12
G,1142,477147.5938,3143971.009
G,1143,478692.5938,3143387.676
G,1144,478467.5938,3143532.12
G,1145,475722.5938,3143192.491
G,1146,475902.5938,3143447.861
G,1147,478632.5938,3143417.861
G,1148,478512.5938,3143391.565
G,1149,475752.5938,3143314.713
G,1150,475437.5938,3143271.565
G,1151,476082.5938,3143237.861
G,1152,475317.5938,3143147.861
G,1153,476292.5938,3142706.565
G,1154,475467.5938,3142944.713
G,1155,475857.5938,3143041.009
G,1156,475467.5938,3143024.157
G,1157,475692.5938,3142828.972
G,1158,476007.5938,3142817.861
G,1159,475812.5938,3142692.12
G,1160,476337.5938,3142528.972
G,1161,476877.5938,3142307.861
G,1162,475542.5938,3142182.213
G,1163,476127.5938,3142088.417
G,1164,476172.5938,3141988.972
G,1165,475572.5938,3142064.157
G,1166,476232.5938,3141934.713
G,1167,479607.5938,3141831.565
G,1168,475542.5938,3141900.731
G,1169,475482.5938,3141670.269
G,1170,480057.5938,3141598.972
G,1171,475587.5938,3141401.75
G,1172,476052.5938,3141595.269
G,1173,475827.5938,3141435.824
G,1174,480222.5938,3141012.213
G,1175,480297.5938,3140832.12
G,1176,487737.5938,3140666.935
G,1177,483432.5938,3138537.028
G,1178,476142.5938,3138499.435
G,1179,483462.5938,3138420.917
G,1180,476262.5938,3138330.917
G,1181,477762.5938,3138394.713
G,1182,476127.5938,3138240.917
G,1183,477372.5938,3138387.306
G,1184,477327.5938,3138173.231
G,1185,484002.5938,3138180.917
G,1186,477387.5938,3138287.861
G,1187,477162.5938,3138211.009
G,1188,483582.5938,3138164.157
G,1189,476127.5938,3138081.565
G,1190,477612.5938,3138025.269
G,1191,476502.5938,3137916.38
G,1192,483687.5938,3137991.565
G,1193,477672.5938,3137869.62
G,1194,476247.5938,3137890.269
G,1195,476727.5938,3137892.12
G,1196,476862.5938,3137911.009
G,1197,476052.5938,3137851.009
G,1198,476007.5938,3137670.917
G,1199,476337.5938,3137458.602
G,1200,476277.5938,3137567.861
G,1201,479862.5938,3137186.935
G,1202,480927.5938,3137089.528
G,1203,479757.5938,3136834.343
G,1204,479742.5938,3136928.417
G,1205,488532.5938,3136688.324
G,1206,479397.5938,3136587.213
G,1207,479157.5938,3136414.62
G,1208,478857.5938,3136163.231
G,1209,480897.5938,3135902.491
G,1210,480927.5938,3136221.565
G,1211,479037.5938,3136157.861
G,1212,480942.5938,3136073.509
G,1213,478992.5938,3135992.861
G,1214,481242.5938,3135972.213
G,1215,479052.5938,3135876.38
G,1216,481122.5938,3135953.509
G,1217,481047.5938,3135771.565
G,1218,478692.5938,3135775.269
G,1219,481212.5938,3135762.213
G,1220,478827.5938,3135811.009
G,1221,478992.5938,3135797.861
G,1222,478602.5938,3135721.009
H,1223,477822.5938,3162107.676
H,1224,478392.5938,3161159.898
H,1225,479037.5938,3159148.972
H,1226,479172.5938,3158668.602
H,1227,479127.5938,3158971.009
H,1228,480087.5938,3157591.009
H,1229,480567.5938,3155094.343
H,1230,479862.5938,3155655.824
H,1231,480162.5938,3155491.009
H,1232,480087.5938,3154343.509
H,1233,480597.5938,3153059.528
H,1234,480762.5938,3152961.565
H,1235,480867.5938,3152747.861
H,1236,481812.5938,3149451.565
H,1237,481872.5938,3149211.565
H,1238,481797.5938,3148887.306
H,1239,481482.5938,3148448.417
H,1240,483267.5938,3148251.565
H,1241,483207.5938,3148283.509
H,1242,482847.5938,3148221.565
H,1243,483012.5938,3148184.157
H,1244,483792.5938,3147626.935
H,1245,483717.5938,3147182.676
H,1246,483642.5938,3146670.917
H,1247,485202.5938,3143310.824
H,1248,484722.5938,3144012.12
H,1249,485292.5938,3143025.824
H,1250,485532.5938,3142116.38
H,1251,485712.5938,3141381.565
H,1252,485862.5938,3140931.565
H,1253,486102.5938,3140548.972
H,1254,485862.5938,3139798.972
H,1255,485892.5938,3139684.713
H,1256,485712.5938,3139453.787
H,1257,485862.5938,3139468.972
H,1258,486957.5938,3137924.157
H,1259,487092.5938,3137858.417
H,1260,486987.5938,3137342.861
H,1261,487077.5938,3137142.12
H,1262,487227.5938,3136476.38
I,1263,483432.5938,3143906.935
I,1264,483522.5938,3143742.213
I,1265,483597.5938,3143235.731
I,1266,483042.5938,3143341.009
I,1267,482967.5938,3143254.713
I,1268,483387.5938,3143104.713
I,1269,483282.5938,3143035.269
I,1270,482832.5938,3143018.417
I,1271,482577.5938,3143031.565
I,1272,483777.5938,3142928.417
I,1273,483897.5938,3142294.713
I,1274,488697.5938,3138466.75
I,1275,489522.5938,3138476.565
I,1276,489402.5938,3138368.417
I,1277,489402.5938,3138205.269
I,1278,488937.5938,3137329.528
I,1279,489207.5938,3137404.713
J,1280,481017.5938,3161740.269
J,1281,482592.5938,3161428.602
J,1282,481962.5938,3161335.083
J,1283,481362.5938,3161554.713
J,1284,482382.5938,3161447.861
J,1285,481227.5938,3160795.269
J,1286,482112.5938,3160645.269
J,1287,482457.5938,3160230.269
J,1288,482172.5938,3159986.657
J,1289,482217.5938,3160185.454
J,1290,480837.5938,3160339.528
J,1291,482202.5938,3160444.713
J,1292,481617.5938,3160411.009
J,1293,481752.5938,3160226.935
J,1294,481392.5938,3160264.713
J,1295,481017.5938,3159998.324
J,1296,481242.5938,3160174.713
J,1297,481617.5938,3160105.269
J,1298,482442.5938,3159956.935
J,1299,481917.5938,3160071.565
J,1300,481677.5938,3159991.009
J,1301,481737.5938,3159912.12
J,1302,482322.5938,3159561.194
J,1303,480672.5938,3159904.713
J,1304,481377.5938,3159794.157
J,1305,482157.5938,3159617.861
J,1306,481692.5938,3159492.213
J,1307,481557.5938,3159184.713
J,1308,477852.5938,3153512.676
J,1309,477552.5938,3152985.824
J,1310,477582.5938,3152884.713
J,1311,483837.5938,3151673.139
J,1312,483267.5938,3151905.917
J,1313,483612.5938,3151714.713
J,1314,483597.5938,3151427.676
J,1315,483897.5938,3151268.417
J,1316,483117.5938,3151198.972
J,1317,483702.5938,3151020.639
J,1318,484182.5938,3150090.176
J,1319,483372.5938,3150741.565
J,1320,483522.5938,3150320.824
J,1321,483042.5938,3150707.861
J,1322,483492.5938,3150612.213
J,1323,484347.5938,3150565.269
J,1324,482967.5938,3150522.12
J,1325,483912.5938,3150601.009
J,1326,483267.5938,3150421.009
J,1327,484137.5938,3150374.157
J,1328,483177.5938,3150171.565
J,1329,484272.5938,3147720.083
J,1330,484167.5938,3146993.231
J,1331,483987.5938,3148192.769
J,1332,483462.5938,3148821.565
J,1333,483987.5938,3148607.861
J,1334,483552.5938,3148285.269
J,1335,483897.5938,3147675.824
J,1336,485052.5938,3146686.935
J,1337,485517.5938,3146709.343
J,1338,484182.5938,3147145.269
J,1339,485937.5938,3147111.194
J,1340,483942.5938,3147051.565
J,1341,486282.5938,3147031.009
J,1342,484152.5938,3146758.972
J,1343,483852.5938,3146796.38
J,1344,484317.5938,3146689.528
J,1345,484662.5938,3146704.713
J,1346,483462.5938,3146087.306
J,1347,483687.5938,3146177.954
J,1348,485622.5938,3146462.861
J,1349,484707.5938,3146438.417
J,1350,484062.5938,3146050.917
J,1351,484977.5938,3146221.009
J,1352,484722.5938,3145832.306
J,1353,483537.5938,3144829.343
J,1354,485277.5938,3146014.713
J,1355,484212.5938,3145680.917
J,1356,484917.5938,3145632.12
J,1357,488577.5938,3145493.231
J,1358,483477.5938,3145530.917
J,1359,484647.5938,3145431.565
J,1360,484917.5938,3145123.787
J,1361,488772.5938,3144857.12
J,1362,483897.5938,3144998.324
J,1363,488247.5938,3144256.935
J,1364,484572.5938,3145114.62
J,1365,485382.5938,3144814.343
J,1366,484332.5938,3145021.009
J,1367,484767.5938,3144744.898
J,1368,488547.5938,3144885.824
J,1369,484782.5938,3144961.009
J,1370,485127.5938,3144801.565
J,1371,488652.5938,3144801.565
J,1372,484887.5938,3144698.417
J,1373,483717.5938,3144595.269
J,1374,483447.5938,3144585.917
J,1375,484062.5938,3144557.861
J,1376,485472.5938,3144541.009
J,1377,484977.5938,3144381.565
J,1378,483867.5938,3144334.713
J,1379,485547.5938,3144178.972
J,1380,483732.5938,3144139.528
J,1381,485037.5938,3144216.38
J,1382,484077.5938,3144152.861
J,1383,488622.5938,3143796.009
J,1384,485112.5938,3144034.713
J,1385,484377.5938,3143828.324
J,1386,484497.5938,3143993.509
J,1387,483897.5938,3143747.676
J,1388,484272.5938,3143941.009
J,1389,485517.5938,3143060.824
J,1390,484092.5938,3143691.565
J,1391,488907.5938,3143734.713
J,1392,488847.5938,3143340.269
J,1393,484542.5938,3143702.861
J,1394,488082.5938,3143665.269
J,1395,484377.5938,3143582.861
J,1396,484002.5938,3143511.565
J,1397,485337.5938,3143357.491
J,1398,484152.5938,3143297.676
J,1399,484647.5938,3142783.046
J,1400,484512.5938,3143288.417
J,1401,483987.5938,3143008.602
J,1402,485682.5938,3143027.676
J,1403,485592.5938,3143241.565
J,1404,488607.5938,3142537.306
J,1405,484797.5938,3143142.12
J,1406,485427.5938,3142900.083
J,1407,489132.5938,3142737.028
J,1408,488487.5938,3142620.269
J,1409,484467.5938,3142971.565
J,1410,488817.5938,3142845.824
J,1411,484047.5938,3142864.713
J,1412,485307.5938,3142032.676
J,1413,488352.5938,3142545.454
J,1414,484362.5938,3142632.213
J,1415,486057.5938,3142637.861
J,1416,489132.5938,3142480.269
J,1417,489042.5938,3142408.972
J,1418,488787.5938,3142561.009
J,1419,484752.5938,3142523.324
J,1420,485682.5938,3142386.38
J,1421,484347.5938,3142300.083
J,1422,489207.5938,3142300.269
J,1423,489087.5938,3142264.713
J,1424,488607.5938,3142116.38
J,1425,485232.5938,3142155.824
J,1426,488427.5938,3142069.62
J,1427,485952.5938,3142065.824
J,1428,488967.5938,3141729.713
J,1429,485697.5938,3142101.565
J,1430,487677.5938,3141990.917
J,1431,485892.5938,3142071.565
J,1432,486462.5938,3142067.861
J,1433,486087.5938,3141632.306
J,1434,484257.5938,3141573.972
J,1435,484902.5938,3141573.972
J,1436,485262.5938,3141863.231
J,1437,485517.5938,3141168.417
J,1438,489207.5938,3141865.269
J,1439,488082.5938,3141901.009
J,1440,488487.5938,3141216.009
J,1441,488322.5938,3141745.269
J,1442,486402.5938,3141741.565
J,1443,483987.5938,3141527.676
J,1444,487722.5938,3141392.306
J,1445,485832.5938,3141506.935
J,1446,488187.5938,3141101.38
J,1447,484032.5938,3141561.565
J,1448,487692.5938,3141531.565
J,1449,488982.5938,3141570.731
J,1450,484647.5938,3141548.417
J,1451,486777.5938,3141514.713
J,1452,488427.5938,3141488.417
J,1453,489132.5938,3141475.269
J,1454,485142.5938,3141261.194
J,1455,488097.5938,3141411.565
J,1456,486987.5938,3141315.824
J,1457,484332.5938,3141421.009
J,1458,485967.5938,3141114.898
J,1459,487062.5938,3141321.565
J,1460,488877.5938,3140116.565
J,1461,487212.5938,3141025.083
J,1462,488577.5938,3141314.157
J,1463,486582.5938,3141152.676
J,1464,484632.5938,3140938.602
J,1465,488787.5938,3141137.861
J,1466,485667.5938,3141072.213
J,1467,487452.5938,3140604.528
J,1468,487272.5938,3140486.657
J,1469,485457.5938,3140779.62
J,1470,487197.5938,3140881.009
J,1471,486342.5938,3140821.009
J,1472,488937.5938,3140807.861
J,1473,484887.5938,3140852.861
J,1474,486867.5938,3140287.676
J,1475,486687.5938,3140655.824
J,1476,486072.5938,3140798.509
J,1477,488382.5938,3140625.824
J,1478,489117.5938,3140641.009
J,1479,487692.5938,3140351.75
J,1480,485202.5938,3140624.157
J,1481,488727.5938,3140532.12
J,1482,485607.5938,3140423.231
J,1483,484737.5938,3140533.787
J,1484,488862.5938,3140445.824
J,1485,484962.5938,3140472.12
J,1486,485952.5938,3140410.269
J,1487,485217.5938,3140103.972
J,1488,486312.5938,3140524.62
J,1489,488532.5938,3140378.417
J,1490,488307.5938,3140036.565
J,1491,486312.5938,3140387.861
J,1492,484902.5938,3139817.306
J,1493,485202.5938,3140324.157
J,1494,485757.5938,3140213.509
J,1495,487737.5938,3140085.824
J,1496,486957.5938,3139832.306
J,1497,485742.5938,3140076.38
J,1498,488652.5938,3139941.565
J,1499,486807.5938,3139892.861
J,1500,485112.5938,3139881.565
J,1501,487497.5938,3139891.009
J,1502,485457.5938,3139904.157
J,1503,484782.5938,3139771.009
J,1504,487092.5938,3139714.713
J,1505,485337.5938,3139688.417
J,1506,484902.5938,3139303.787
J,1507,484542.5938,3139624.62
J,1508,484647.5938,3139591.009
J,1509,484812.5938,3139564.713
J,1510,488667.5938,3139429.528
J,1511,488562.5938,3139502.861
J,1512,486702.5938,3139422.213
J,1513,488472.5938,3139339.62
J,1514,488952.5938,3139350.917
J,1515,485517.5938,3139309.528
J,1516,485352.5938,3139414.713
J,1517,487932.5938,3138652.769
J,1518,487452.5938,3139321.009
J,1519,484977.5938,3139251.565
J,1520,486492.5938,3139012.583
J,1521,486642.5938,3139095.824
J,1522,486852.5938,3139111.009
J,1523,485112.5938,3138733.787
J,1524,485817.5938,3139011.565
J,1525,485772.5938,3138947.861
J,1526,486717.5938,3138790.083
J,1527,485472.5938,3138838.972
J,1528,487062.5938,3138718.972
J,1529,486732.5938,3138508.602
J,1530,488472.5938,3137864.991
J,1531,485517.5938,3138737.861
J,1532,486957.5938,3138544.713
J,1533,487902.5938,3138418.972
J,1534,487047.5938,3138250.083
J,1535,488277.5938,3138250.083
J,1536,487797.5938,3136804.898
J,1537,485382.5938,3138259.528
J,1538,485532.5938,3138391.009
J,1539,485367.5938,3138361.009
J,1540,486312.5938,3137951.843
J,1541,486897.5938,3137841.194
J,1542,488487.5938,3137471.009
J,1543,488112.5938,3137983.787
J,1544,485457.5938,3138107.861
J,1545,486357.5938,3137828.046
J,1546,486057.5938,3138051.565
J,1547,487287.5938,3137786.935
J,1548,486612.5938,3137955.917
J,1549,488622.5938,3137731.009
J,1550,485937.5938,3137731.009
J,1551,486117.5938,3137654.157
J,1552,486267.5938,3137483.231
J,1553,486807.5938,3137271.194
J,1554,488187.5938,3137329.62
J,1555,487362.5938,3137076.009
J,1556,487182.5938,3137154.898
J,1557,488517.5938,3137280.917
J,1558,487887.5938,3137295.824
J,1559,485937.5938,3137226.38
J,1560,486612.5938,3136988.324
J,1561,487737.5938,3137082.12
J,1562,485817.5938,3136731.194
J,1563,485712.5938,3137057.861
J,1564,485892.5938,3136905.824
J,1565,486297.5938,3136997.676
J,1566,487137.5938,3136716.38
J,1567,486702.5938,3136802.676
J,1568,486477.5938,3136688.324
J,1569,486522.5938,3136904.157
J,1570,486447.5938,3136791.565
J,1571,486972.5938,3136787.861
J,1572,486327.5938,3136671.565
J,1573,487092.5938,3136393.787
J,1574,486867.5938,3136667.861
J,1575,487782.5938,3136585.269
J,1576,487557.5938,3136399.62
J,1577,487152.5938,3136258.972
J,1578,487377.5938,3136176.38
J,1579,487347.5938,3136011.565
J,1580,487737.5938,3136011.565
K,1581,477732.5938,3162390.176
K,1582,477687.5938,3161803.046
K,1583,477252.5938,3161599.713
K,1584,476502.5938,3162081.565
K,1585,476382.5938,3161803.787
K,1586,477552.5938,3161892.213
K,1587,476127.5938,3161122.12
K,1588,476382.5938,3161911.009
K,1589,477447.5938,3161777.861
K,1590,476727.5938,3161419.62
K,1591,476832.5938,3161248.972
K,1592,477642.5938,3160945.083
K,1593,476352.5938,3161068.972
K,1594,476667.5938,3161131.009
K,1595,477612.5938,3161042.861
K,1596,476052.5938,3161041.009
K,1597,475857.5938,3160787.491
K,1598,476547.5938,3161018.509
K,1599,482352.5938,3160937.861
K,1600,476142.5938,3160855.269
K,1601,482682.5938,3160776.38
K,1602,482457.5938,3160853.324
K,1603,475407.5938,3160831.009
K,1604,477702.5938,3160476.009
K,1605,482277.5938,3160508.324
K,1606,482772.5938,3160483.787
K,1607,483042.5938,3160411.009
K,1608,482142.5938,3158478.231
K,1609,483027.5938,3159538.602
K,1610,477972.5938,3159917.861
K,1611,482952.5938,3159808.972
K,1612,478137.5938,3159516.009
K,1613,483252.5938,3159529.528
K,1614,482802.5938,3159578.417
K,1615,483537.5938,3159482.861
K,1616,482487.5938,3159325.269
K,1617,483657.5938,3159242.676
K,1618,482127.5938,3159098.324
K,1619,482352.5938,3159141.565
K,1620,478557.5938,3158957.676
K,1621,482472.5938,3159167.861
K,1622,478422.5938,3159064.713
K,1623,482712.5938,3158991.565
K,1624,482097.5938,3158957.861
K,1625,478137.5938,3158914.713
K,1626,483102.5938,3158385.083
K,1627,478422.5938,3158832.213
K,1628,482907.5938,3158749.528
K,1629,482382.5938,3158704.713
K,1630,482607.5938,3158552.676
K,1631,481902.5938,3158522.676
K,1632,483282.5938,3158537.861
K,1633,481242.5938,3158444.157
K,1634,482877.5938,3158363.509
K,1635,483327.5938,3158331.565
K,1636,482142.5938,3158281.009
K,1637,477732.5938,3158307.306
K,1638,477747.5938,3158164.713
K,1639,477762.5938,3157819.157
K,1640,483237.5938,3158121.565
K,1641,477657.5938,3157999.62
K,1642,483012.5938,3158035.269
K,1643,483447.5938,3157918.972
K,1644,483507.5938,3157994.157
K,1645,478557.5938,3157481.843
K,1646,476847.5938,3157874.157
K,1647,477777.5938,3157641.565
K,1648,479877.5938,3157431.565
K,1649,479667.5938,3157275.824
K,1650,479892.5938,3157262.676
K,1651,481632.5938,3156981.194
K,1652,482442.5938,3156750.546
K,1653,479607.5938,3157084.713
K,1654,483282.5938,3156972.12
K,1655,483447.5938,3156501.194
K,1656,481062.5938,3156625.083
K,1657,483762.5938,3155975.639
K,1658,483192.5938,3156730.083
K,1659,483687.5938,3156844.713
K,1660,481407.5938,3156857.861
K,1661,482472.5938,3156871.009
K,1662,483327.5938,3156694.713
K,1663,481512.5938,3156481.009
K,1664,478647.5938,3156250.083
K,1665,481272.5938,3156265.269
K,1666,483957.5938,3156109.528
K,1667,481587.5938,3156211.009
K,1668,482847.5938,3155771.75
K,1669,484647.5938,3155702.306
K,1670,484152.5938,3155987.861
K,1671,478152.5938,3155944.713
K,1672,477462.5938,3155726.935
K,1673,477852.5938,3155648.046
K,1674,483522.5938,3155772.12
K,1675,479847.5938,3153818.787
K,1676,483357.5938,3155695.269
K,1677,482742.5938,3155638.972
K,1678,478167.5938,3155727.213
K,1679,483762.5938,3155644.713
K,1680,477747.5938,3155627.861
K,1681,478497.5938,3155201.843
K,1682,479022.5938,3154779.528
K,1683,484302.5938,3155460.917
K,1684,483822.5938,3155502.213
K,1685,484137.5938,3155256.38
K,1686,477912.5938,3155237.861
K,1687,481452.5938,3154672.491
K,1688,477042.5938,3155168.417
K,1689,477267.5938,3155174.157
K,1690,478857.5938,3155123.509
K,1691,477162.5938,3155048.417
K,1692,484257.5938,3155022.12
K,1693,477312.5938,3155031.565
K,1694,479892.5938,3155031.565
K,1695,477012.5938,3154941.565
K,1696,478932.5938,3154881.565
K,1697,482967.5938,3154605.454
K,1698,483207.5938,3154594.343
K,1699,480132.5938,3154817.861
K,1700,482652.5938,3154554.898
K,1701,484242.5938,3154722.213
